PERIOD_NAME,PERIOD_YEAR,QUATER,PERIOD_NUM,MONTH_NAME,budegt_CHAPTER,JTRANSACTION_DATE,ACTUAL_FLAG,DR,CR,ANNUAL_BUDGET,ADJUSTMENT_BUDGET,REVISED_BUDGET,ACTUAL_AMOUNT,FUND_AVAILABLE,ENCUMBRANCE_AMOUNT,ENTITY_CODE,ENTITY_DESCRIPTION,DIRECTORATE,COST_CENTER_CODE,COST_CENTER_DESCRIPTION,BUDGET_GROUP_CODE,BUDGET_GROUP_DESCRIPTION,ACCOUNT_CODE,ACCOUNT_DESCRIPTION,ACTIVITY_CODE,ACTIVITY_DESCRIPTION,FUTURE1,FUTURE1_DESCRIPTION,FUTURE2,FUTURE2_DESCRIPTION,ACCOUNT_TYPE,LEDGER_NAME,ACCOUNTED_DR,ACCOUNTED_CR,ADDITION_BUDGET,TRANSFER_BUDGET,GL_CODE
Apr,2024,Q2,4,Apr,Operational,2024-04-30,Y,79239.08,22523.99,372584.05,12680.78,385264.83,340471.39,19642.909999999974,25150.53,E299,Entity E299,DVC-Academic,8450385,Cost Center 8450385,BG627,Budget Group BG627,A1916,Salary and Wages,ACT784,Activity ACT784,F1-96,Future 1 F1-96,F2-91,Future 2 F2-91,Revenue,General Ledger,79239.08,22523.99,8557.33,7176.33,E299-BG627-8450385-A1916-F1-96-F2-91
Sep,2025,Q3,9,Sep,Manpower,2024-04-24,N,50580.92,56034.87,391446.06,17742.29,409188.35,250703.3,65711.79999999999,92773.25,E507,Entity E507,DVC-Support Services,8450250,Cost Center 8450250,BG997,Budget Group BG997,A1710,Salary and Wages,ACT723,Activity ACT723,F1-30,Future 1 F1-30,F2-28,Future 2 F2-28,Expense,General Ledger,50580.92,56034.87,4459.0,13684.76,E507-BG997-8450250-A1710-F1-30-F2-28
Jul,2024,Q3,7,Jul,Manpower,2024-01-09,Y,19187.32,6121.67,336366.44,49460.83,385827.27,64367.45,306452.53,15007.29,E991,Entity E991,VC Office,8450198,Cost Center 8450198,BG585,Budget Group BG585,A9899,Capital Expenditure,ACT449,Activity ACT449,F1-93,Future 1 F1-93,F2-12,Future 2 F2-12,Expense,General Ledger,19187.32,6121.67,17180.48,15017.43,E991-BG585-8450198-A9899-F1-93-F2-12
May,2023,Q2,5,May,Operational,2024-04-30,Y,54257.55,23304.46,329451.14,41076.78,370527.92000000004,10586.32,132872.07000000004,227069.53,E682,Entity E682,DVC-Academic,8450398,Cost Center 8450398,BG130,Budget Group BG130,A9572,Capital Expenditure,ACT367,Activity ACT367,F1-20,Future 1 F1-20,F2-97,Future 2 F2-97,Revenue,Project Ledger,54257.55,23304.46,8243.93,21994.59,E682-BG130-8450398-A9572-F1-20-F2-97
Mar,2024,Q1,3,Mar,Operational,2024-02-02,N,29803.93,41209.66,189511.35,46626.8,236138.15000000002,115260.08,44670.72000000003,76207.35,E196,Entity E196,DVC-Academic,8450384,Cost Center 8450384,BG760,Budget Group BG760,A6397,Maintenance Costs,ACT364,Activity ACT364,F1-18,Future 1 F1-18,F2-82,Future 2 F2-82,Expense,General Ledger,29803.93,41209.66,14676.9,11488.12,E196-BG760-8450384-A6397-F1-18-F2-82
Nov,2023,Q4,11,Nov,Manpower,2024-01-01,N,19201.63,83999.82,389965.1,44738.1,434703.19999999995,51102.51,3750.6399999999558,379850.05,E544,Entity E544,DVC-Support Services,8450245,Cost Center 8450245,BG486,Budget Group BG486,A8192,Utilities,ACT605,Activity ACT605,F1-78,Future 1 F1-78,F2-64,Future 2 F2-64,Revenue,General Ledger,19201.63,83999.82,5300.47,17406.86,E544-BG486-8450245-A8192-F1-78-F2-64
Feb,2023,Q1,2,Feb,Manpower,2024-08-18,N,77156.97,88088.14,422298.76,30125.57,452424.33,133837.4,35615.090000000026,282971.84,E259,Entity E259,VC Office,8450147,Cost Center 8450147,BG761,Budget Group BG761,A9186,Capital Expenditure,ACT919,Activity ACT919,F1-38,Future 1 F1-38,F2-25,Future 2 F2-25,Revenue,General Ledger,77156.97,88088.14,27788.4,28848.94,E259-BG761-8450147-A9186-F1-38-F2-25
Aug,2023,Q3,8,Aug,Operational,2024-09-24,Y,72951.69,34728.77,372420.04,18643.83,391063.87,56926.19,198441.03,135696.65,E128,Entity E128,VC Office,8450148,Cost Center 8450148,BG958,Budget Group BG958,A4244,Travel Expenses,ACT116,Activity ACT116,F1-65,Future 1 F1-65,F2-55,Future 2 F2-55,Expense,General Ledger,72951.69,34728.77,20020.53,1315.41,E128-BG958-8450148-A4244-F1-65-F2-55
Feb,2023,Q1,2,Feb,Capital,2024-02-23,N,45002.42,33269.02,275319.44,13134.67,288454.11,47513.51,74897.98999999999,166042.61,E826,Entity E826,DVC-CEC,8450483,Cost Center 8450483,BG711,Budget Group BG711,A7704,Training and Development,ACT300,Activity ACT300,F1-61,Future 1 F1-61,F2-11,Future 2 F2-11,Revenue,Project Ledger,45002.42,33269.02,601.58,26714.09,E826-BG711-8450483-A7704-F1-61-F2-11
Aug,2025,Q3,8,Aug,Manpower,2024-07-11,Y,18985.27,11017.21,388514.91,7821.35,396336.25999999995,336861.05,16284.939999999944,43190.27,E610,Entity E610,VC Office,8450178,Cost Center 8450178,BG168,Budget Group BG168,A5637,Consultancy Services,ACT684,Activity ACT684,F1-15,Future 1 F1-15,F2-98,Future 2 F2-98,Expense,Project Ledger,18985.27,11017.21,21794.9,25073.49,E610-BG168-8450178-A5637-F1-15-F2-98
Aug,2025,Q3,8,Aug,Manpower,2024-07-28,N,51260.51,93426.98,309092.27,14579.41,323671.68,86387.74,16727.159999999974,220556.78,E678,Entity E678,DVC-Academic,8450337,Cost Center 8450337,BG262,Budget Group BG262,A8399,Utilities,ACT294,Activity ACT294,F1-39,Future 1 F1-39,F2-91,Future 2 F2-91,Expense,General Ledger,51260.51,93426.98,9351.1,9187.18,E678-BG262-8450337-A8399-F1-39-F2-91
Oct,2023,Q4,10,Oct,Capital,2024-05-26,Y,59298.47,93599.42,371249.0,20721.49,391970.49,270277.06,79833.37,41860.06,E183,Entity E183,VC Office,8450186,Cost Center 8450186,BG772,Budget Group BG772,A9708,Capital Expenditure,ACT584,Activity ACT584,F1-87,Future 1 F1-87,F2-96,Future 2 F2-96,Revenue,Project Ledger,59298.47,93599.42,1474.82,931.71,E183-BG772-8450186-A9708-F1-87-F2-96
Jun,2024,Q2,6,Jun,Operational,2024-07-29,Y,84078.51,3342.65,246700.83,11853.52,258554.34999999998,115644.37,132566.66999999998,10343.31,E264,Entity E264,DVC-Academic,8450388,Cost Center 8450388,BG126,Budget Group BG126,A8385,Utilities,ACT464,Activity ACT464,F1-70,Future 1 F1-70,F2-86,Future 2 F2-86,Expense,Project Ledger,84078.51,3342.65,12221.47,5322.28,E264-BG126-8450388-A8385-F1-70-F2-86
Feb,2024,Q1,2,Feb,Manpower,2024-02-17,Y,42457.26,93367.89,316954.62,26372.82,343327.44,48452.47,294642.16000000003,232.81,E957,Entity E957,DVC-CEC,8450495,Cost Center 8450495,BG435,Budget Group BG435,A6876,Maintenance Costs,ACT568,Activity ACT568,F1-68,Future 1 F1-68,F2-28,Future 2 F2-28,Revenue,Project Ledger,42457.26,93367.89,2360.96,18112.65,E957-BG435-8450495-A6876-F1-68-F2-28
Aug,2024,Q3,8,Aug,Operational,2024-08-10,N,98973.66,37738.76,277902.36,2321.68,280224.04,3848.37,21717.77999999997,254657.89,E519,Entity E519,DVC-Academic,8450358,Cost Center 8450358,BG687,Budget Group BG687,A6283,Maintenance Costs,ACT844,Activity ACT844,F1-47,Future 1 F1-47,F2-42,Future 2 F2-42,Revenue,General Ledger,98973.66,37738.76,20090.52,28841.47,E519-BG687-8450358-A6283-F1-47-F2-42
Jun,2024,Q2,6,Jun,Operational,2024-04-25,N,61384.59,8771.76,256614.84,35666.09,292280.93,192736.84,37358.82999999999,62185.26,E387,Entity E387,VC Office,8450164,Cost Center 8450164,BG598,Budget Group BG598,A9494,Capital Expenditure,ACT186,Activity ACT186,F1-71,Future 1 F1-71,F2-63,Future 2 F2-63,Expense,Project Ledger,61384.59,8771.76,7468.31,9733.15,E387-BG598-8450164-A9494-F1-71-F2-63
Mar,2025,Q1,3,Mar,Capital,2024-07-20,Y,63055.92,74959.94,274939.03,46632.05,321571.08,203384.77,84113.69000000003,34072.62,E783,Entity E783,DVC-CEC,8450425,Cost Center 8450425,BG530,Budget Group BG530,A2709,Office Supplies,ACT762,Activity ACT762,F1-92,Future 1 F1-92,F2-55,Future 2 F2-55,Revenue,General Ledger,63055.92,74959.94,731.73,17442.75,E783-BG530-8450425-A2709-F1-92-F2-55
Dec,2023,Q4,12,Dec,Operational,2024-09-16,N,65226.4,72713.12,100286.74,46842.67,147129.41,24206.52,94210.51000000001,28712.38,E865,Entity E865,DVC-Support Services,8450253,Cost Center 8450253,BG123,Budget Group BG123,A3793,IT Equipment,ACT944,Activity ACT944,F1-56,Future 1 F1-56,F2-85,Future 2 F2-85,Expense,General Ledger,65226.4,72713.12,29721.38,7428.51,E865-BG123-8450253-A3793-F1-56-F2-85
Dec,2025,Q4,12,Dec,Capital,2024-12-20,N,22309.0,5651.57,141357.97,21575.41,162933.38,37461.38,60735.240000000005,64736.76,E991,Entity E991,DVC-CEC,8450495,Cost Center 8450495,BG452,Budget Group BG452,A3015,IT Equipment,ACT629,Activity ACT629,F1-26,Future 1 F1-26,F2-48,Future 2 F2-48,Expense,Project Ledger,22309.0,5651.57,16701.97,25642.22,E991-BG452-8450495-A3015-F1-26-F2-48
Nov,2023,Q4,11,Nov,Operational,2024-10-26,Y,39238.21,40521.51,150209.67,40680.79,190890.46000000002,6827.43,86836.04000000001,97226.99,E274,Entity E274,VC Office,8450110,Cost Center 8450110,BG998,Budget Group BG998,A7884,Training and Development,ACT185,Activity ACT185,F1-71,Future 1 F1-71,F2-73,Future 2 F2-73,Expense,Project Ledger,39238.21,40521.51,26072.97,17049.57,E274-BG998-8450110-A7884-F1-71-F2-73
Mar,2025,Q1,3,Mar,Capital,2024-04-20,Y,61454.1,83216.25,297604.67,5923.09,303527.76,4140.07,208607.49000000002,90780.2,E332,Entity E332,DVC-Academic,8450380,Cost Center 8450380,BG159,Budget Group BG159,A8634,Utilities,ACT334,Activity ACT334,F1-46,Future 1 F1-46,F2-75,Future 2 F2-75,Revenue,Project Ledger,61454.1,83216.25,12236.48,19843.43,E332-BG159-8450380-A8634-F1-46-F2-75
Nov,2025,Q4,11,Nov,Operational,2024-08-10,N,1451.51,57483.9,260909.91,18732.46,279642.37,51156.47,130224.32,98261.58,E935,Entity E935,DVC-Support Services,8450236,Cost Center 8450236,BG556,Budget Group BG556,A9326,Capital Expenditure,ACT725,Activity ACT725,F1-17,Future 1 F1-17,F2-73,Future 2 F2-73,Expense,General Ledger,1451.51,57483.9,28205.4,26762.23,E935-BG556-8450236-A9326-F1-17-F2-73
Feb,2024,Q1,2,Feb,Capital,2024-01-04,Y,4476.84,5404.76,282892.17,27481.12,310373.29,275554.88,31174.28999999998,3644.12,E601,Entity E601,DVC-Academic,8450316,Cost Center 8450316,BG718,Budget Group BG718,A8313,Utilities,ACT978,Activity ACT978,F1-71,Future 1 F1-71,F2-36,Future 2 F2-36,Expense,General Ledger,4476.84,5404.76,13246.02,14718.41,E601-BG718-8450316-A8313-F1-71-F2-36
Jun,2023,Q2,6,Jun,Manpower,2024-01-21,N,40796.26,32455.41,412674.84,37949.79,450624.63,215689.17,224442.96,10492.5,E960,Entity E960,VC Office,8450197,Cost Center 8450197,BG947,Budget Group BG947,A7747,Training and Development,ACT402,Activity ACT402,F1-89,Future 1 F1-89,F2-65,Future 2 F2-65,Revenue,General Ledger,40796.26,32455.41,16124.81,1478.99,E960-BG947-8450197-A7747-F1-89-F2-65
Jan,2023,Q1,1,Jan,Manpower,2024-01-26,Y,47282.56,64357.62,143231.0,21812.22,165043.22,160413.9,4455.4800000000105,173.84,E986,Entity E986,VC Office,8450160,Cost Center 8450160,BG180,Budget Group BG180,A3083,IT Equipment,ACT166,Activity ACT166,F1-10,Future 1 F1-10,F2-36,Future 2 F2-36,Expense,General Ledger,47282.56,64357.62,2851.21,2848.61,E986-BG180-8450160-A3083-F1-10-F2-36
Jul,2023,Q3,7,Jul,Capital,2024-03-19,N,44510.67,11313.59,240551.59,49911.12,290462.71,258175.6,30726.850000000006,1560.26,E339,Entity E339,DVC-Academic,8450375,Cost Center 8450375,BG793,Budget Group BG793,A5008,Consultancy Services,ACT532,Activity ACT532,F1-26,Future 1 F1-26,F2-65,Future 2 F2-65,Revenue,General Ledger,44510.67,11313.59,18748.31,21866.12,E339-BG793-8450375-A5008-F1-26-F2-65
Mar,2023,Q1,3,Mar,Manpower,2024-09-14,N,17139.83,7898.06,377318.99,39236.17,416555.16,344263.53,6234.069999999949,66057.56,E194,Entity E194,DVC-CEC,8450457,Cost Center 8450457,BG938,Budget Group BG938,A1477,Salary and Wages,ACT782,Activity ACT782,F1-71,Future 1 F1-71,F2-80,Future 2 F2-80,Revenue,General Ledger,17139.83,7898.06,7837.35,29457.16,E194-BG938-8450457-A1477-F1-71-F2-80
Dec,2023,Q4,12,Dec,Capital,2024-02-24,Y,68833.08,60413.06,474326.25,11700.26,486026.51,41014.78,329657.87,115353.86,E358,Entity E358,DVC-Academic,8450360,Cost Center 8450360,BG221,Budget Group BG221,A5394,Consultancy Services,ACT874,Activity ACT874,F1-58,Future 1 F1-58,F2-82,Future 2 F2-82,Expense,General Ledger,68833.08,60413.06,21951.16,21275.42,E358-BG221-8450360-A5394-F1-58-F2-82
May,2023,Q2,5,May,Capital,2024-03-31,Y,21972.28,43867.17,412800.73,39197.63,451998.36,204873.58,51355.02000000002,195769.76,E896,Entity E896,,8450204,Cost Center 8450204,BG652,Budget Group BG652,A8637,Utilities,ACT760,Activity ACT760,F1-85,Future 1 F1-85,F2-20,Future 2 F2-20,Revenue,Project Ledger,21972.28,43867.17,3504.12,8194.79,E896-BG652-8450204-A8637-F1-85-F2-20
Apr,2025,Q2,4,Apr,Capital,2024-09-05,N,10448.03,72026.79,374913.2,4787.71,379700.91000000003,350301.58,12686.630000000005,16712.7,E539,Entity E539,DVC-CEC,8450413,Cost Center 8450413,BG375,Budget Group BG375,A8255,Utilities,ACT898,Activity ACT898,F1-36,Future 1 F1-36,F2-11,Future 2 F2-11,Expense,Project Ledger,10448.03,72026.79,13445.13,19100.79,E539-BG375-8450413-A8255-F1-36-F2-11
Dec,2024,Q4,12,Dec,Operational,2024-05-07,Y,30048.88,80326.34,208801.03,36147.17,244948.2,50507.6,145858.88,48581.72,E515,Entity E515,DVC-Support Services,8450257,Cost Center 8450257,BG128,Budget Group BG128,A2384,Office Supplies,ACT407,Activity ACT407,F1-55,Future 1 F1-55,F2-43,Future 2 F2-43,Expense,Project Ledger,30048.88,80326.34,6828.98,15733.09,E515-BG128-8450257-A2384-F1-55-F2-43
Nov,2024,Q4,11,Nov,Capital,2024-08-30,N,79389.57,87441.46,440401.51,38860.21,479261.72000000003,128946.43,65897.93000000005,284417.36,E111,Entity E111,DVC-Academic,8450372,Cost Center 8450372,BG756,Budget Group BG756,A1761,Salary and Wages,ACT213,Activity ACT213,F1-35,Future 1 F1-35,F2-24,Future 2 F2-24,Expense,Project Ledger,79389.57,87441.46,22323.8,24173.79,E111-BG756-8450372-A1761-F1-35-F2-24
Mar,2023,Q1,3,Mar,Manpower,2024-03-16,Y,43904.15,11279.69,382352.98,45581.93,427934.91,279220.99,33638.97999999998,115074.94,E534,Entity E534,DVC-CEC,8450435,Cost Center 8450435,BG235,Budget Group BG235,A5228,Consultancy Services,ACT185,Activity ACT185,F1-48,Future 1 F1-48,F2-32,Future 2 F2-32,Revenue,Project Ledger,43904.15,11279.69,13003.91,11901.83,E534-BG235-8450435-A5228-F1-48-F2-32
May,2023,Q2,5,May,Manpower,2024-03-06,Y,23808.52,82027.69,183728.73,12043.9,195772.63,25430.63,48473.17000000001,121868.83,E677,Entity E677,DVC-Support Services,8450234,Cost Center 8450234,BG418,Budget Group BG418,A2110,Office Supplies,ACT652,Activity ACT652,F1-95,Future 1 F1-95,F2-67,Future 2 F2-67,Revenue,Project Ledger,23808.52,82027.69,17555.84,11092.13,E677-BG418-8450234-A2110-F1-95-F2-67
Sep,2025,Q3,9,Sep,Operational,2024-01-17,N,21380.12,10551.36,373227.83,33036.37,406264.2,386197.34,5424.510000000009,14642.35,E173,Entity E173,DVC-CEC,8450445,Cost Center 8450445,BG167,Budget Group BG167,A5853,Consultancy Services,ACT176,Activity ACT176,F1-89,Future 1 F1-89,F2-15,Future 2 F2-15,Revenue,General Ledger,21380.12,10551.36,9605.59,27403.34,E173-BG167-8450445-A5853-F1-89-F2-15
Dec,2024,Q4,12,Dec,Operational,2024-11-16,N,81622.79,98826.21,255540.6,2370.78,257911.38,206631.25,20287.410000000003,30992.72,E214,Entity E214,DVC-CEC,8450422,Cost Center 8450422,BG327,Budget Group BG327,A3881,IT Equipment,ACT957,Activity ACT957,F1-59,Future 1 F1-59,F2-23,Future 2 F2-23,Revenue,Project Ledger,81622.79,98826.21,23594.49,541.81,E214-BG327-8450422-A3881-F1-59-F2-23
Jun,2025,Q2,6,Jun,Operational,2024-03-06,Y,31276.07,82680.71,337981.4,39694.67,377676.07,373650.28,1291.6399999999558,2734.15,E138,Entity E138,DVC-Support Services,8450214,Cost Center 8450214,BG423,Budget Group BG423,A8960,Utilities,ACT513,Activity ACT513,F1-54,Future 1 F1-54,F2-70,Future 2 F2-70,Revenue,General Ledger,31276.07,82680.71,15605.49,17013.86,E138-BG423-8450214-A8960-F1-54-F2-70
May,2024,Q2,5,May,Capital,2024-07-15,N,68146.06,6353.57,258498.94,48190.88,306689.82,165299.95,100686.62,40703.25,E736,Entity E736,DVC-Academic,8450343,Cost Center 8450343,BG672,Budget Group BG672,A3354,IT Equipment,ACT365,Activity ACT365,F1-15,Future 1 F1-15,F2-71,Future 2 F2-71,Expense,General Ledger,68146.06,6353.57,666.08,9111.72,E736-BG672-8450343-A3354-F1-15-F2-71
Sep,2025,Q3,9,Sep,Capital,2024-11-02,N,82380.17,10314.68,477208.28,39753.64,516961.92000000004,93699.48,121896.21000000008,301366.23,E681,Entity E681,DVC-Support Services,8450280,Cost Center 8450280,BG465,Budget Group BG465,A5276,Consultancy Services,ACT118,Activity ACT118,F1-98,Future 1 F1-98,F2-50,Future 2 F2-50,Expense,General Ledger,82380.17,10314.68,2737.55,585.08,E681-BG465-8450280-A5276-F1-98-F2-50
Mar,2024,Q1,3,Mar,Capital,2024-12-20,Y,19479.38,81603.35,421024.3,24319.58,445343.88,132913.18,113070.94,199359.76,E745,Entity E745,DVC-Support Services,8450238,Cost Center 8450238,BG107,Budget Group BG107,A1562,Salary and Wages,ACT590,Activity ACT590,F1-94,Future 1 F1-94,F2-97,Future 2 F2-97,Expense,General Ledger,19479.38,81603.35,203.65,4588.3,E745-BG107-8450238-A1562-F1-94-F2-97
May,2024,Q2,5,May,Capital,2024-11-07,N,14926.8,24099.63,474450.23,26008.01,500458.24,182576.22,40246.57999999996,277635.44,E372,Entity E372,DVC-CEC,8450415,Cost Center 8450415,BG904,Budget Group BG904,A2233,Office Supplies,ACT829,Activity ACT829,F1-89,Future 1 F1-89,F2-81,Future 2 F2-81,Revenue,General Ledger,14926.8,24099.63,8687.48,17315.99,E372-BG904-8450415-A2233-F1-89-F2-81
Jun,2025,Q2,6,Jun,Capital,2024-02-04,Y,93694.93,37725.2,365629.65,12754.36,378384.01,48067.47,310980.93,19335.61,E133,Entity E133,DVC-CEC,8450468,Cost Center 8450468,BG365,Budget Group BG365,A8991,Utilities,ACT179,Activity ACT179,F1-46,Future 1 F1-46,F2-38,Future 2 F2-38,Revenue,Project Ledger,93694.93,37725.2,11383.84,15196.5,E133-BG365-8450468-A8991-F1-46-F2-38
Oct,2025,Q4,10,Oct,Capital,2024-09-24,Y,73340.18,87127.7,177032.65,4880.94,181913.59,163321.26,12086.959999999992,6505.37,E838,Entity E838,VC Office,8450134,Cost Center 8450134,BG333,Budget Group BG333,A9250,Capital Expenditure,ACT350,Activity ACT350,F1-88,Future 1 F1-88,F2-95,Future 2 F2-95,Expense,Project Ledger,73340.18,87127.7,135.13,9398.28,E838-BG333-8450134-A9250-F1-88-F2-95
Sep,2023,Q3,9,Sep,Manpower,2024-04-02,N,9691.73,54802.15,381095.32,39635.17,420730.49,264688.95,132220.51999999996,23821.02,E692,Entity E692,DVC-Support Services,8450223,Cost Center 8450223,BG283,Budget Group BG283,A6911,Maintenance Costs,ACT421,Activity ACT421,F1-22,Future 1 F1-22,F2-71,Future 2 F2-71,Revenue,General Ledger,9691.73,54802.15,20082.36,6484.07,E692-BG283-8450223-A6911-F1-22-F2-71
Mar,2025,Q1,3,Mar,Capital,2024-10-17,N,79084.97,80300.6,386459.51,10211.93,396671.44,98059.21,1167.9499999999534,297444.28,E915,Entity E915,DVC-Academic,8450382,Cost Center 8450382,BG746,Budget Group BG746,A2151,Office Supplies,ACT472,Activity ACT472,F1-65,Future 1 F1-65,F2-40,Future 2 F2-40,Expense,Project Ledger,79084.97,80300.6,27045.17,1042.2,E915-BG746-8450382-A2151-F1-65-F2-40
Oct,2025,Q4,10,Oct,Capital,2024-12-22,N,81566.55,6272.22,426195.11,24737.71,450932.82,60317.09,44646.63000000006,345969.1,E967,Entity E967,DVC-Support Services,8450285,Cost Center 8450285,BG429,Budget Group BG429,A2746,Office Supplies,ACT283,Activity ACT283,F1-26,Future 1 F1-26,F2-18,Future 2 F2-18,Expense,General Ledger,81566.55,6272.22,5378.89,6772.89,E967-BG429-8450285-A2746-F1-26-F2-18
Mar,2025,Q1,3,Mar,Operational,2024-05-13,N,79684.82,12756.82,461320.45,33613.94,494934.39,444217.78,28038.149999999965,22678.46,E631,Entity E631,VC Office,8450159,Cost Center 8450159,BG775,Budget Group BG775,A5187,Consultancy Services,ACT699,Activity ACT699,F1-78,Future 1 F1-78,F2-46,Future 2 F2-46,Expense,Project Ledger,79684.82,12756.82,25243.19,18530.84,E631-BG775-8450159-A5187-F1-78-F2-46
Feb,2024,Q1,2,Feb,Operational,2024-10-23,Y,78827.52,25903.51,383470.69,10742.73,394213.42,15898.69,302221.81,76092.92,E905,Entity E905,DVC-Academic,8450352,Cost Center 8450352,BG886,Budget Group BG886,A8887,Utilities,ACT514,Activity ACT514,F1-76,Future 1 F1-76,F2-96,Future 2 F2-96,Revenue,General Ledger,78827.52,25903.51,8120.24,875.12,E905-BG886-8450352-A8887-F1-76-F2-96
Mar,2024,Q1,3,Mar,Capital,2024-09-08,Y,38141.53,7866.21,168749.48,2961.17,171710.65000000002,18097.78,125248.06000000003,28364.81,E379,Entity E379,VC Office,8450181,Cost Center 8450181,BG620,Budget Group BG620,A3980,IT Equipment,ACT193,Activity ACT193,F1-92,Future 1 F1-92,F2-62,Future 2 F2-62,Revenue,Project Ledger,38141.53,7866.21,27092.93,25926.92,E379-BG620-8450181-A3980-F1-92-F2-62
Jun,2023,Q2,6,Jun,Operational,2024-09-01,Y,56629.61,39840.05,213838.32,8499.49,222337.81,74558.37,57935.54999999999,89843.89,E317,Entity E317,DVC-Support Services,8450216,Cost Center 8450216,BG915,Budget Group BG915,A3511,IT Equipment,ACT346,Activity ACT346,F1-42,Future 1 F1-42,F2-40,Future 2 F2-40,Revenue,General Ledger,56629.61,39840.05,21936.63,26159.55,E317-BG915-8450216-A3511-F1-42-F2-40
Dec,2023,Q4,12,Dec,Operational,2024-09-28,Y,83413.87,48970.4,405028.45,41668.88,446697.33,155462.72,31408.79999999999,259825.81,E256,Entity E256,VC Office,8450168,Cost Center 8450168,BG956,Budget Group BG956,A6880,Maintenance Costs,ACT803,Activity ACT803,F1-33,Future 1 F1-33,F2-98,Future 2 F2-98,Revenue,Project Ledger,83413.87,48970.4,310.37,18785.22,E256-BG956-8450168-A6880-F1-33-F2-98
Dec,2024,Q4,12,Dec,Manpower,2024-12-13,Y,61834.63,11309.97,162532.58,21851.69,184384.27,73180.16,28518.929999999993,82685.18,E198,Entity E198,DVC-Academic,8450351,Cost Center 8450351,BG257,Budget Group BG257,A3274,IT Equipment,ACT522,Activity ACT522,F1-81,Future 1 F1-81,F2-27,Future 2 F2-27,Expense,General Ledger,61834.63,11309.97,17613.98,2000.47,E198-BG257-8450351-A3274-F1-81-F2-27
Dec,2024,Q4,12,Dec,Capital,2024-06-20,N,33324.17,59504.63,136078.28,30300.75,166379.03,14912.85,6174.4499999999825,145291.73,E839,Entity E839,DVC-CEC,8450480,Cost Center 8450480,BG876,Budget Group BG876,A8843,Utilities,ACT969,Activity ACT969,F1-49,Future 1 F1-49,F2-33,Future 2 F2-33,Revenue,General Ledger,33324.17,59504.63,11009.8,9510.03,E839-BG876-8450480-A8843-F1-49-F2-33
Oct,2024,Q4,10,Oct,Manpower,2024-08-18,Y,20928.78,371.97,196602.49,25486.16,222088.65,84384.79,75945.70999999999,61758.15,E854,Entity E854,,8450409,Cost Center 8450409,BG914,Budget Group BG914,A1726,Salary and Wages,ACT830,Activity ACT830,F1-69,Future 1 F1-69,F2-61,Future 2 F2-61,Expense,Project Ledger,20928.78,371.97,9545.62,4979.62,E854-BG914-8450409-A1726-F1-69-F2-61
Mar,2023,Q1,3,Mar,Manpower,2024-05-21,N,22806.18,1152.6,152136.29,15463.41,167599.7,19588.85,2093.100000000006,145917.75,E259,Entity E259,DVC-Academic,8450317,Cost Center 8450317,BG356,Budget Group BG356,A4838,Travel Expenses,ACT110,Activity ACT110,F1-62,Future 1 F1-62,F2-17,Future 2 F2-17,Expense,Project Ledger,22806.18,1152.6,14916.07,12598.16,E259-BG356-8450317-A4838-F1-62-F2-17
Mar,2025,Q1,3,Mar,Capital,2024-07-30,Y,7181.46,74731.58,121218.35,27146.32,148364.67,38584.12,45263.600000000006,64516.95,E836,Entity E836,DVC-Support Services,8450251,Cost Center 8450251,BG747,Budget Group BG747,A7319,Training and Development,ACT753,Activity ACT753,F1-74,Future 1 F1-74,F2-89,Future 2 F2-89,Revenue,General Ledger,7181.46,74731.58,26894.19,19086.56,E836-BG747-8450251-A7319-F1-74-F2-89
Jul,2023,Q3,7,Jul,Operational,2024-02-25,Y,64283.34,38198.0,482725.87,16498.74,499224.61,480346.89,1859.719999999972,17018.0,E596,Entity E596,DVC-Support Services,8450291,Cost Center 8450291,BG602,Budget Group BG602,A4853,Travel Expenses,ACT798,Activity ACT798,F1-62,Future 1 F1-62,F2-36,Future 2 F2-36,Expense,Project Ledger,64283.34,38198.0,28921.62,2867.23,E596-BG602-8450291-A4853-F1-62-F2-36
